avroraNT.log,2962894,1492606,50.38
batikNT.log,52470,0,0.00
cryptNT.log,6,0,0.00
jythonNT.log,10931833,0,0.00
lufactNT.log,6,0,0.00
pmdNT.log,62287,53482,85.86
sunflowNTABORTED.log,1704,1081,63.44
